ID,region,subregion,biome,date,plot_name,tree_number,genus,species,dbh,height,live,tree_notes,use_for_allometry,plot_type,plot_shape,baf,plot_area,lat1,lon1,lat2,lon2,lat3,lon3,lat4,lon4,collected_by,digitized_by
Flamingo5B_133_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,14,Rhizophora,mangle,26,24.18,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_15,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,15,Laguncularia,racemosa,20.5,17.63,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_16,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,16,Laguncularia,racemosa,22,13.24,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_17,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,17,Rhizophora,mangle,23.607,19.1,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_18,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,18,Laguncularia,racemosa,25.3,20.26,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_19,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,19,Rhizophora,mangle,9.1,13.22,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_20,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,20,Avicennia,germinans,14.5,14.556,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_21,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,21,Rhizophora,mangle,19.86,17.23,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_22,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,22,Laguncularia,racemosa,20.18,17.39,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_23,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,23,Rhizophora,mangle,3.8477,9.24,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_24,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,24,Rhizophora,mangle,24.18,26,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_25,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,25,Laguncularia,racemosa,17.63,20.5,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_26,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,26,Laguncularia,racemosa,13.24,22,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_27,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,27,Rhizophora,mangle,19.1,23.607,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_28,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,28,Laguncularia,racemosa,20.26,25.3,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_29,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,29,Rhizophora,mangle,13.22,9.1,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_30,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,30,Avicennia,germinans,14.56,14.5,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_31,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,31,Rhizophora,mangle,17.23,19.86,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_32,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,32,Laguncularia,racemosa,17.39,20.18,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_133_tree_33,north_america,Florida,mangrove,11/2/2004,Flamingo5B_133,33,Rhizophora,mangle,9.24,3.84,1,,1,v,NA,5,-9999,25.360015,-81.078954,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,1,Laguncularia,racemosa,19.7,20.41,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,2,Avicennia,germinans,13.2,12.28,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,3,Laguncularia,racemosa,29,26.37,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,4,Rhizophora,mangle,28.2,24.65,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,5,Rhizophora,mangle,17.2,16.51,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,6,Avicennia,germinans,28,21.46,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,7,Avicennia,germinans,8,11.74,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,8,Rhizophora,mangle,21.4,13.09,1,,0,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,9,Laguncularia,racemosa,22.4,20.25,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,10,Laguncularia,racemosa,23,16.49,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,11,Laguncularia,racemosa,13.7,20.89,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,12,Rhizophora,mangle,21,21.25,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,13,Avicennia,germinans,25,22.29,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,14,Rhizophora,mangle,21.5,23.67,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_15,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,15,Rhizophora,mangle,27.4,22.49,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_16,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,16,Avicennia,germinans,18.8,8.11,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_17,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,17,Rhizophora,mangle,15.1,9.51,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_18,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,18,Avicennia,germinans,21.1,17.71,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_19,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,19,Avicennia,germinans,14.7,12.45,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_20,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,20,Laguncularia,racemosa,27.2,21.01,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_21,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,21,Laguncularia,racemosa,18.8,15.83,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_233_tree_22,north_america,Florida,mangrove,11/2/2004,Flamingo5B_233,22,Avicennia,germinans,15.9,10.28,1,,1,v,NA,5,-9999,25.359744,-81.079848,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,1,Laguncularia,racemosa,20,11.46,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,2,Laguncularia,racemosa,21.2,20,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,3,Rhizophora,mangle,15.8,10.15,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,4,Rhizophora,mangle,30.3,13.55,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,5,Rhizophora,mangle,7.4,11.86,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,6,Rhizophora,mangle,10.5,10.27,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,7,Laguncularia,racemosa,27.3,27,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,8,Laguncularia,racemosa,21.2,14.2,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,9,Rhizophora,mangle,22.8,21.19,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,10,Rhizophora,mangle,13.9,13.86,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,11,Laguncularia,racemosa,13.3,13.61,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,12,Rhizophora,mangle,16.9,12,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,13,Rhizophora,mangle,19.7,14.07,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_33_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo5B_33,14,Rhizophora,mangle,7.3,10.97,1,,1,v,NA,5,-9999,25.360015,-81.07806,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,1,Laguncularia,racemosa,20.3,22.58,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,2,Laguncularia,racemosa,14.5,21.89,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,3,Laguncularia,racemosa,21.4,14.73,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,4,Laguncularia,racemosa,27.4,22.14,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,5,Laguncularia,racemosa,22.1,22.14,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,6,Avicennia,germinans,11.3,8.76,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,7,Rhizophora,mangle,26.8,18.94,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,8,Rhizophora,mangle,27.2,22.78,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,9,Rhizophora,mangle,22.2,20.54,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,10,Laguncularia,racemosa,16,14.3,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,11,Rhizophora,mangle,22,20.85,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,12,Rhizophora,mangle,20,19.71,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,13,Rhizophora,mangle,29.8,20.66,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_333_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo5B_333,14,Rhizophora,mangle,24.3,17.19,1,,1,v,NA,5,-9999,25.359473,-81.080742,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,1,Laguncularia,racemosa,27.4,24.45,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,2,Avicennia,germinans,25.7,19.45,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,3,Rhizophora,mangle,5.8,8.7,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,4,Rhizophora,mangle,23.8,22.75,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,5,Rhizophora,mangle,19,15.26,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,6,Rhizophora,mangle,15.6,18.91,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,7,Laguncularia,racemosa,31.1,23,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,8,Rhizophora,mangle,26.9,23.03,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,9,Laguncularia,racemosa,14.5,14.69,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,10,Rhizophora,mangle,20.8,21,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,11,Laguncularia,racemosa,26.6,23.82,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_12,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,12,Rhizophora,mangle,23.6,23.7,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_13,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,13,Laguncularia,racemosa,20.4,16.22,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_14,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,14,Rhizophora,mangle,18.6,17.62,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_15,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,15,Rhizophora,mangle,23.1,27.4,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_433_tree_16,north_america,Florida,mangrove,11/2/2004,Flamingo5B_433,16,Avicennia,germinans,41.2,18.65,1,,1,v,NA,5,-9999,25.359473,-81.081934,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,1,Rhizophora,mangle,14.5,14.84,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,2,Rhizophora,mangle,6.6,8.69,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,3,Rhizophora,mangle,14.3,15.41,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,4,Rhizophora,mangle,9.2,11.2,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,5,Rhizophora,mangle,16.5,9.91,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,6,Rhizophora,mangle,18.6,13.54,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,7,Rhizophora,mangle,20.5,16.3,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,8,Rhizophora,mangle,20.3,12.24,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,9,Rhizophora,mangle,19.2,9.82,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,10,Rhizophora,mangle,23.6,12,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_633_tree_11,north_america,Florida,mangrove,11/2/2004,Flamingo5B_633,11,Rhizophora,mangle,9.9,10.16,1,,1,v,NA,5,-9999,25.359202,-81.083722,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_1,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,1,Rhizophora,mangle,16,17.01,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_2,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,2,Laguncularia,racemosa,25.8,18.68,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_3,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,3,Laguncularia,racemosa,33.2,16.69,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_4,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,4,Rhizophora,mangle,27.6,15.16,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_5,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,5,Rhizophora,mangle,11.6,6.46,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_6,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,6,Rhizophora,mangle,22.7,18.11,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_7,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,7,Rhizophora,mangle,5.9,6.11,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_8,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,8,Rhizophora,mangle,5.1,5.8,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_9,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,9,Rhizophora,mangle,7.5,8.43,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
Flamingo5B_733_tree_10,north_america,Florida,mangrove,11/2/2004,Flamingo5B_733,10,Rhizophora,mangle,15.6,15.2,1,,1,v,NA,5,-9999,25.358931,-81.084616,-9999,-9999,-9999,-9999,-9999,-9999,m simard,jm corcoran
